mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.091873550415039,0.034493085277643186,0.006050634384155274,0.0004592077356242036,10.0,l2,saga,0.5,"{'C': np.float64(10.0), 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.4477341175079346,0.05664007521272713,0.009357023239135741,0.0034662815752744165,10.0,elasticnet,saga,0.5,"{'C': np.float64(10.0), 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.3896344184875489,0.054868849993420406,0.006984710693359375,0.0012649890106831365,100.0,l1,saga,0.5,"{'C': np.float64(100.0), 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.1619731426239013,0.024213326636578016,0.007376718521118164,0.0015832167777217931,100.0,l2,saga,0.5,"{'C': np.float64(100.0), 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.3817714691162108,0.06452296477610783,0.010415983200073243,0.0020855302637169705,100.0,elasticnet,saga,0.5,"{'C': np.float64(100.0), 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.3895533084869385,0.051095059862623485,0.008096694946289062,0.0033045479154037672,1000.0,l1,saga,0.5,"{'C': np.float64(1000.0), 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0507723808288574,0.03072225343566841,0.010414791107177735,0.00480763703911104,1000.0,l2,saga,0.5,"{'C': np.float64(1000.0), 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.3960571765899659,0.039681496880442216,0.011493921279907227,0.00419926448851865,1000.0,elasticnet,saga,0.5,"{'C': np.float64(1000.0), 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.385650634765625,0.019755665902597187,0.009966897964477538,0.0024037817706823554,10000.0,l1,saga,0.5,"{'C': np.float64(10000.0), 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0704942703247071,0.04359145693641418,0.0071255207061767575,0.0009469176984886454,10000.0,l2,saga,0.5,"{'C': np.float64(10000.0), 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.967217493057251,0.1636026149534328,0.005191707611083984,0.0008901761101279403,10000.0,elasticnet,saga,0.5,"{'C': np.float64(10000.0), 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
